customerId,PrimaryContact
412,jean2@adventure-works.com 1 (11) 500 555-0181
415,greg1@adventure-works.com 708-555-0169
416,angela1@adventure-works.com 134-555-0182
417,ruth1@adventure-works.com 273-555-0181
418,lee0@adventure-works.com 223-555-0184
419,darrell0@adventure-works.com 816-555-0118
420,anthony0@adventure-works.com 429-555-0145
421,"  448-555-0179"
424,eli0@adventure-works.com 371-555-0143
425,stephen3@adventure-works.com 910-555-0116
426,dirk0@adventure-works.com 817-555-0114
430,gustavo1@adventure-works.com 1 (11) 500 555-0118
431,douglas1@adventure-works.com 583-555-0130
433,lindsey0@adventure-works.com 827-555-0143
434,james3@adventure-works.com 234-555-0112
435,"  847-555-0151"
436,barbara2@adventure-works.com 145-555-0152
437,megan0@adventure-works.com 148-555-0149
438,cory0@adventure-works.com 121-555-0157
439,shannon0@adventure-works.com 425-555-0158
442,"  185-555-0190"
443,janainabarreirogambaro0@adventure-works.com 476-555-0184
444,shaun0@adventure-works.com 396-555-0187
448,terry1@adventure-works.com 1 (11) 500 555-0176
451,john16@adventure-works.com 691-555-0149
452,olga0@adventure-works.com 398-555-0167
453,jon0@adventure-works.com 672-555-0112
454,gail1@adventure-works.com 834-555-0132
455,james15@adventure-works.com 740-555-0159
456,"  912-555-0149"
457,mark2@adventure-works.com 962-555-0112
460,martha0@adventure-works.com 753-555-0179
461,glenn0@adventure-works.com 907-555-0170
462,bob1@adventure-works.com 962-555-0175
466,janeth1@adventure-works.com 1 (11) 500 555-0136
468,paul3@adventure-works.com 492-555-0146
469,twanna0@adventure-works.com 554-555-0124
470,"  328-555-0192"
471,john19@adventure-works.com 596-555-0153
472,ann1@adventure-works.com 252-555-0127
473,kay0@adventure-works.com 731-555-0187
474,mihail1@adventure-works.com 777-555-0163
475,john17@adventure-works.com 581-555-0172
478,rubysue0@adventure-works.com 512-555-0122
479,lori2@adventure-works.com 765-555-0141
480,susan3@adventure-works.com 994-555-0194
484,"  1 (11) 500 555-0199"
487,ruth2@adventure-works.com 924-555-0195
488,margaret0@adventure-works.com 959-555-0151
489,dorothy1@adventure-works.com 191-555-0198
490,elizabeth4@adventure-works.com 306-555-0112
491,"  991-555-0183"
492,garth0@adventure-works.com 768-555-0125
493,michael24@adventure-works.com 323-555-0113
496,marcia0@adventure-works.com 613-555-0116
497,amy1@adventure-works.com 727-555-0115
498,"  272-555-0123"
502,krishna1@adventure-works.com 1 (11) 500 555-0177
504,mae1@adventure-works.com 264-555-0143
505,"  688-555-0115"
506,françois1@adventure-works.com 571-555-0128
507,mary4@adventure-works.com 176-555-0136
508,martin1@adventure-works.com 132-555-0149
509,robert1@adventure-works.com 678-555-0175
510,jimmy1@adventure-works.com 992-555-0111
511,abraham0@adventure-works.com 926-555-0136
514,ryan1@adventure-works.com 726-555-0155
515,dragan1@adventure-works.com 833-555-0167
516,thomas2@adventure-works.com 162-555-0174
520,mari0@adventure-works.com 1 (11) 500 555-0118
523,mary6@adventure-works.com 149-555-0196
526,"  605-555-0111"
527,diane5@adventure-works.com 847-555-0184
528,helen2@adventure-works.com 519-555-0112
529,jeanie0@adventure-works.com 669-555-0149
532,diane3@adventure-works.com 898-555-0137
533,"  744-555-0123"
534,stephen4@adventure-works.com 399-555-0114
538,john12@adventure-works.com 1 (11) 500 555-0179
541,willie0@adventure-works.com 525-555-0174
542,andrew5@adventure-works.com 129-555-0185
543,rmorgan0@adventure-works.com 963-555-0146
544,jay1@adventure-works.com 158-555-0142
545,christian1@adventure-works.com 362-555-0177
546,anton0@adventure-works.com 608-555-0162
547,"  535-555-0189"
550,raquel0@adventure-works.com 723-555-0124
551,samuel0@adventure-works.com 554-555-0110
552,tim0@adventure-works.com 244-555-0115
556,nancy3@adventure-works.com 1 (11) 500 555-0195
559,nkenge0@adventure-works.com 158-555-0123
560,paul2@adventure-works.com 331-555-0162
561,"  447-555-0110"
562,yvonne1@adventure-works.com 623-555-0144
563,sean2@adventure-works.com 555-555-0162
564,michelle0@adventure-works.com 115-555-0175
565,richard0@adventure-works.com 911-555-0153
568,"  555-555-0162"
569,cecil0@adventure-works.com 699-555-0155
570,gregory0@adventure-works.com 968-555-0153
574,janice1@adventure-works.com 1 (11) 500 555-0119
577,george1@adventure-works.com 851-555-0127
578,carolyn0@adventure-works.com 957-555-0125
579,kim2@adventure-works.com 334-555-0137
580,joshua0@adventure-works.com 190-555-0186
581,geri0@adventure-works.com 329-555-0183
582,"  747-555-0171"
583,laura3@adventure-works.com 741-555-0173
586,shanay0@adventure-works.com 797-555-0118
587,rhoda0@adventure-works.com 920-555-0191
588,pat1@adventure-works.com 127-555-0124
592,stefano0@adventure-works.com 1 (11) 500 555-0115
595,alan4@adventure-works.com 792-555-0194
596,"  627-555-0192"
597,bob2@adventure-works.com 129-555-0120
598,derik0@adventure-works.com 441-555-0144
599,raul0@adventure-works.com 362-555-0162
600,holly1@adventure-works.com 654-555-0150
601,vassar0@adventure-works.com 328-555-0123
604,wathalee0@adventure-works.com 517-555-0120
605,matthew1@adventure-works.com 695-555-0161
606,helge0@adventure-works.com 850-555-0198
607,alice4@adventure-works.com 355-555-0180
608,steven1@adventure-works.com 280-555-0124
609,david16@adventure-works.com 969-555-0117
610,"  366-555-0110"
613,jim5@adventure-works.com 226-555-0110
617,"  1 (11) 500 555-0146"
620,matthew4@adventure-works.com 482-555-0188
621,matthew3@adventure-works.com 146-555-0176
622,robert12@adventure-works.com 493-555-0185
623,phyllis1@adventure-works.com 153-555-0195
624,"  454-555-0160"
625,kayla0@adventure-works.com 315-555-0131
626,lawrence0@adventure-works.com 129-555-0185
629,ryan4@adventure-works.com 809-555-0152
630,andrew4@adventure-works.com 194-555-0149
631,"  631-555-0155"
635,roger2@adventure-works.com 1 (11) 500 555-0110
637,robert9@adventure-works.com 666-555-0143
641,rose1@adventure-works.com 1 (11) 500 555-0140
643,denise1@adventure-works.com 537-555-0190
644,gregory1@adventure-works.com 684-555-0134
645,"  784-555-0120"
646,scott7@adventure-works.com 470-555-0171
647,michael25@adventure-works.com 918-555-0141
648,cheryl0@adventure-works.com 158-555-0154
649,walter1@adventure-works.com 245-555-0191
650,margaret2@adventure-works.com 265-555-0143
653,kara0@adventure-works.com 680-555-0160
654,jésus0@adventure-works.com 214-555-0145
655,irene0@adventure-works.com 790-555-0197
659,"  1 (11) 500 555-0174"
660,nieves0@adventure-works.com 371-555-0184
661,kari0@adventure-works.com 143-555-0129
665,tomas0@adventure-works.com 1 (11) 500 555-0178
668,kathy0@adventure-works.com 942-555-0141
669,patricia0@adventure-works.com 899-555-0134
670,valerie0@adventure-works.com 859-555-0140
671,jill2@adventure-works.com 747-555-0113
672,gerald0@adventure-works.com 169-555-0178
673,"  107-555-0117"
674,melissa0@adventure-works.com 685-555-0117
677,cecelia0@adventure-works.com 394-555-0168
678,reuben1@adventure-works.com 916-555-0137
679,brenda3@adventure-works.com 393-555-0167
683,linda8@adventure-works.com 1 (11) 500 555-0137
685,james8@adventure-works.com 763-555-0120
689,sandra3@adventure-works.com 1 (11) 500 555-0113
692,bev0@adventure-works.com 143-555-0113
693,bart0@adventure-works.com 539-555-0121
694,"  713-555-0168"
695,rob2@adventure-works.com 620-555-0117
696,maciej1@adventure-works.com 962-555-0144
697,roger0@adventure-works.com 774-555-0133
698,andy1@adventure-works.com 944-555-0148
701,"  674-555-0188"
29485,"  747-555-0171"
29486,kim2@adventure-works.com 334-555-0137
29489,frances0@adventure-works.com 991-555-0183
29490,margaret0@adventure-works.com 959-555-0151
29492,"  158-555-0142"
29494,samuel0@adventure-works.com 554-555-0110
29496,robert1@adventure-works.com 678-555-0175
29497,françois1@adventure-works.com 571-555-0128
29499,"  727-555-0115"
29502,paul2@adventure-works.com 331-555-0162
29503,gregory0@adventure-works.com 968-555-0153
29505,michelle0@adventure-works.com 115-555-0175
29506,"  555-555-0162"
29508,marvin0@adventure-works.com 447-555-0110
29510,cecil0@adventure-works.com 699-555-0155
29511,oscar0@adventure-works.com 855-555-0174
29515,maxwell0@adventure-works.com 614-555-0134
29517,ramona0@adventure-works.com 327-555-0148
29521,tom1@adventure-works.com 883-555-0177
29522,thomas1@adventure-works.com 226-555-0146
29523,john6@adventure-works.com 149-555-0113
29524,chris3@adventure-works.com 556-555-0145
29525,teresa0@adventure-works.com 129-555-0110
29527,"  665-555-0198"
29528,stephen1@adventure-works.com 818-555-0171
29530,daniel0@adventure-works.com 221-555-0167
29531,cory0@adventure-works.com 121-555-0157
29532,james3@adventure-works.com 234-555-0112
29533,douglas1@adventure-works.com 583-555-0130
29535,wayne0@adventure-works.com 640-555-0189
29536,robert3@adventure-works.com 241-555-0112
29539,josh0@adventure-works.com 584-555-0192
29541,"  257-555-0119"
29544,shaun0@adventure-works.com 396-555-0187
29545,john8@adventure-works.com 521-555-0195
29546,christopher1@adventure-works.com 1 (11) 500 555-0132
29548,"  277-555-0169"
29550,stanley0@adventure-works.com 156-555-0126
29553,edna0@adventure-works.com 789-555-0189
29554,payton0@adventure-works.com 528-555-0183
29557,alexander0@adventure-works.com 519-555-0151
29558,john10@adventure-works.com 156-555-0111
29559,robert4@adventure-works.com 449-555-0176
29560,matthias1@adventure-works.com 384-555-0169
29562,"  280-555-0124"
29565,jimmy1@adventure-works.com 992-555-0111
29566,mae1@adventure-works.com 264-555-0143
29567,jackie0@adventure-works.com 972-555-0163
29568,donald0@adventure-works.com 357-555-0161
29569,"  121-555-0121"
29570,michael11@adventure-works.com 126-555-0172
29571,gabriel0@adventure-works.com 763-555-0145
29573,luis0@adventure-works.com 688-555-0113
29574,randall0@adventure-works.com 383-555-0117
29576,"  371-555-0143"
29577,lester0@adventure-works.com 844-555-0112
29579,cornelius0@adventure-works.com 229-555-0114
29580,richard1@adventure-works.com 340-555-0131
29582,ted0@adventure-works.com 962-555-0166
29583,"  494-555-0134"
29584,walter0@adventure-works.com 163-555-0155
29585,christopher2@adventure-works.com 162-555-0166
29587,john12@adventure-works.com 1 (11) 500 555-0179
29588,willie0@adventure-works.com 525-555-0174
29590,"  689-555-0130"
29591,robert5@adventure-works.com 575-555-0189
29593,mary5@adventure-works.com 658-555-0146
29596,eric3@adventure-works.com 644-555-0114
29598,michael13@adventure-works.com 128-555-0148
29599,shirley0@adventure-works.com 383-555-0155
29600,june0@adventure-works.com 249-555-0172
29601,dirk0@adventure-works.com 817-555-0114
29603,janainabarreirogambaro0@adventure-works.com 476-555-0184
29605,megan0@adventure-works.com 148-555-0149
29606,karren0@adventure-works.com 652-555-0132
29608,timothy0@adventure-works.com 251-555-0172
29611,"  164-555-0147"
29612,richard2@adventure-works.com 1 (11) 500 555-0138
29614,ryan1@adventure-works.com 726-555-0155
29615,mari0@adventure-works.com 1 (11) 500 555-0118
29616,barbara2@adventure-works.com 145-555-0152
29617,lindsey0@adventure-works.com 827-555-0143
29618,"  1 (11) 500 555-0118"
29620,joan0@adventure-works.com 700-555-0155
29622,henry0@adventure-works.com 635-555-0126
29623,chris5@adventure-works.com 118-555-0131
29625,"  990-555-0141"
29627,johnny0@adventure-works.com 112-555-0191
29629,carlton0@adventure-works.com 193-555-0116
29631,jane0@adventure-works.com 716-555-0167
29632,"  646-555-0137"
29635,rob2@adventure-works.com 620-555-0117
29636,andy1@adventure-works.com 944-555-0148
29637,donna0@adventure-works.com 279-555-0130
29638,rosmarie0@adventure-works.com 244-555-0112
29639,"  180-555-0114"
29641,raul0@adventure-works.com 362-555-0162
29643,matthew1@adventure-works.com 695-555-0161
29644,brigid0@adventure-works.com 1 (11) 500 555-0178
29645,andrew2@adventure-works.com 644-555-0111
29646,"  351-555-0131"
29649,pat1@adventure-works.com 127-555-0124
29650,forrest0@adventure-works.com 448-555-0179
29651,lee0@adventure-works.com 223-555-0184
29653,"  789-555-0184"
29654,yao-qiang0@adventure-works.com 344-555-0181
29655,nicky0@adventure-works.com 264-555-0164
29659,ruth1@adventure-works.com 273-555-0181
29660,"  429-555-0145"
29662,jill1@adventure-works.com 927-555-0198
29663,alice1@adventure-works.com 221-555-0141
29666,jane1@adventure-works.com 206-555-0195
29668,connie0@adventure-works.com 426-555-0181
29671,pat2@adventure-works.com 292-555-0128
29673,john14@adventure-works.com 397-555-0144
29674,"  119-555-0144"
29677,william1@adventure-works.com 383-555-0111
29680,dorothy0@adventure-works.com 428-555-0176
29682,scott2@adventure-works.com 773-555-0182
29683,eva0@adventure-works.com 542-555-0164
29684,marlin0@adventure-works.com 941-555-0155
29686,jack2@adventure-works.com 539-555-0182
29688,"  859-555-0173"
29689,scott3@adventure-works.com 119-555-0167
29690,conor0@adventure-works.com 115-555-0113
29692,thierry1@adventure-works.com 680-555-0192
29695,"  839-555-0198"
29696,alvaro0@adventure-works.com 551-555-0155
29698,jacob0@adventure-works.com 767-555-0151
29699,alexander1@adventure-works.com 394-555-0176
29702,"  358-555-0188"
29703,stefan0@adventure-works.com 819-555-0186
29705,della0@adventure-works.com 752-555-0185
29708,prashanth0@adventure-works.com 138-555-0156
29709,"  143-555-0113"
29710,brenda2@adventure-works.com 147-555-0192
29711,gabriele0@adventure-works.com 835-555-0116
29713,dick1@adventure-works.com 1 (11) 500 555-0193
29714,rudolph0@adventure-works.com 722-555-0169
29716,"  156-555-0187"
29717,cindy0@adventure-works.com 706-555-0140
29719,patricia0@adventure-works.com 899-555-0134
29720,gerald0@adventure-works.com 169-555-0178
29722,reuben1@adventure-works.com 916-555-0137
29727,bart0@adventure-works.com 539-555-0121
29728,maciej1@adventure-works.com 962-555-0144
29730,"  674-555-0188"
29732,carol2@adventure-works.com 847-555-0151
29733,shannon0@adventure-works.com 425-555-0158
29734,jauna0@adventure-works.com 185-555-0190
29736,terry1@adventure-works.com 1 (11) 500 555-0176
29737,"  691-555-0149"
29738,gail1@adventure-works.com 834-555-0132
29739,mark2@adventure-works.com 962-555-0112
29740,martha0@adventure-works.com 753-555-0179
29741,janeth1@adventure-works.com 1 (11) 500 555-0136
29742,twanna0@adventure-works.com 554-555-0124
29743,ann1@adventure-works.com 252-555-0127
29744,"  581-555-0172"
29747,carolyn0@adventure-works.com 957-555-0125
29748,geri0@adventure-works.com 329-555-0183
29750,rhoda0@adventure-works.com 920-555-0191
29753,kathie1@adventure-works.com 627-555-0192
29755,kelly0@adventure-works.com 272-555-0123
29757,garth0@adventure-works.com 768-555-0125
29758,"  191-555-0198"
29761,susan3@adventure-works.com 994-555-0194
29763,mihail1@adventure-works.com 777-555-0163
29764,john19@adventure-works.com 596-555-0153
29765,"  492-555-0146"
29766,bob1@adventure-works.com 962-555-0175
29768,michael15@adventure-works.com 912-555-0149
29769,jon0@adventure-works.com 672-555-0112
29770,kathleen0@adventure-works.com 150-555-0127
29771,dominic0@adventure-works.com 192-555-0173
29772,"  710-555-0173"
29773,orlando0@adventure-works.com 245-555-0173
29774,darren0@adventure-works.com 417-555-0182
29775,jim1@adventure-works.com 724-555-0161
29776,barbara4@adventure-works.com 1 (11) 500 555-0181
29778,leo0@adventure-works.com 1 (11) 500 555-0169
29780,frances1@adventure-works.com 692-555-0136
29781,guy0@adventure-works.com 583-555-0198
29782,janet2@adventure-works.com 521-555-0183
29783,mary6@adventure-works.com 149-555-0196
29784,jeanie0@adventure-works.com 669-555-0149
29785,diane3@adventure-works.com 898-555-0137
29787,scott4@adventure-works.com 164-555-0145
29788,mete0@adventure-works.com 637-555-0120
29789,brian4@adventure-works.com 495-555-0161
29792,abigail0@adventure-works.com 121-555-0139
29793,"  132-555-0150"
29794,derek0@adventure-works.com 674-555-0187
29796,jon1@adventure-works.com 1 (11) 500 555-0114
29797,jane2@adventure-works.com 737-555-0163
29799,douglas2@adventure-works.com 385-555-0140
29800,"  461-555-0118"
29803,hattie0@adventure-works.com 141-555-0172
29805,erin1@adventure-works.com 244-555-0127
29806,betty0@adventure-works.com 867-555-0114
29807,"  344-555-0144"
29809,kerim0@adventure-works.com 216-555-0122
29810,jean1@adventure-works.com 582-555-0113
29813,katherine0@adventure-works.com 926-555-0159
29815,lucy0@adventure-works.com 828-555-0186
29816,keith0@adventure-works.com 170-555-0127
29818,roger0@adventure-works.com 774-555-0133
29819,ann2@adventure-works.com 713-555-0168
29822,james8@adventure-works.com 763-555-0120
29824,brenda3@adventure-works.com 393-555-0167
29826,john20@adventure-works.com 107-555-0117
29827,valerie0@adventure-works.com 859-555-0140
29830,kari0@adventure-works.com 143-555-0129
29831,irene0@adventure-works.com 790-555-0197
29832,jésus0@adventure-works.com 214-555-0145
29834,cheryl0@adventure-works.com 158-555-0154
29835,"  784-555-0120"
29840,andrew4@adventure-works.com 194-555-0149
29842,"  454-555-0160"
29843,matthew3@adventure-works.com 146-555-0176
29847,david16@adventure-works.com 969-555-0117
29848,helge0@adventure-works.com 850-555-0198
29850,bob2@adventure-works.com 129-555-0120
29851,jean2@adventure-works.com 1 (11) 500 555-0181
29852,eddie0@adventure-works.com 570-555-0199
29853,juanita0@adventure-works.com 996-555-0196
29854,peter3@adventure-works.com 632-555-0171
